type,bbox,interactivity,content,source,ID
text,"[0.9676914811134338, 0.937905490398407, 0.9989578127861023, 0.9573679566383362]",False,+100%,box_ocr_content_ocr,22
icon,"[0.442175030708313, 0.08184614777565002, 0.5035440325737, 0.14312654733657837]",True,Normal ,box_yolo_content_ocr,23
icon,"[0.8202140927314758, 0.07994160056114197, 0.8537716269493103, 0.16541552543640137]",True,Sensitivity Sensitivity ,box_yolo_content_ocr,24
icon,"[0.28298914432525635, 0.9624112844467163, 0.39880120754241943, 0.9934942722320557]",True,Q Search ,box_yolo_content_ocr,25
icon,"[0.09709480404853821, 0.07982383668422699, 0.1656094342470169, 0.10813629627227783]",True,Aptos (Body) ,box_yolo_content_ocr,26
icon,"[0.03258184716105461, 0.12557177245616913, 0.09002319723367691, 0.14639882743358612]",True, Format Painter ,box_yolo_content_ocr,27
icon,"[0.8902591466903687, 0.04480926692485809, 0.9379491806030273, 0.07267706841230392]",True, Editing  ,box_yolo_content_ocr,28
icon,"[0.8594676852226257, 0.07989877462387085, 0.8862220644950867, 0.16565340757369995]",True,Add-ins Add-ins ,box_yolo_content_ocr,29
icon,"[0.9372047781944275, 0.0439721904695034, 0.9783243536949158, 0.0722614973783493]",True, Share ,box_yolo_content_ocr,30
icon,"[0.8398225903511047, 0.045796528458595276, 0.8904632329940796, 0.07201950997114182]",True, Comments ,box_yolo_content_ocr,31
icon,"[0.680601954460144, 0.09105712920427322, 0.7179921865463257, 0.1334315985441208]",True,Title ,box_yolo_content_ocr,32
icon,"[0.033497557044029236, 0.0726199597120285, 0.09314209222793579, 0.10159764438867569]",True,X Cut ,box_yolo_content_ocr,33
icon,"[0.7914322018623352, 0.08070237189531326, 0.814849853515625, 0.16481073200702667]",True,Dictate Voice ,box_yolo_content_ocr,34
icon,"[0.6167133450508118, 0.09614657610654831, 0.6672279238700867, 0.12657596170902252]",True,Heading 2 ,box_yolo_content_ocr,35
icon,"[0.009728645905852318, 0.07482383400201797, 0.03324205428361893, 0.1444271206855774]",True,Paste ,box_yolo_content_ocr,36
icon,"[0.5577440857887268, 0.09436852484941483, 0.6113253831863403, 0.13047100603580475]",True,Heading ,box_yolo_content_ocr,37
icon,"[0.8793167471885681, 0.9656880497932434, 0.8976715207099915, 0.9917696714401245]",True,ENG ,box_yolo_content_ocr,38
icon,"[0.7451596260070801, 0.1476355344057083, 0.7853118181228638, 0.16527190804481506]",True,Editing ,box_yolo_content_ocr,39
icon,"[0.9438581466674805, 0.9580966234207153, 0.9950206875801086, 0.9966959357261658]",True,3:31 PM 11/11/2024 ,box_yolo_content_ocr,40
icon,"[0.7449543476104736, 0.12651586532592773, 0.783928632736206, 0.1466190665960312]",True,选择工具,box_yolo_content_yolo,41
icon,"[0.744438886642456, 0.074072927236557, 0.7835544943809509, 0.09996093064546585]",True,查找内容,box_yolo_content_yolo,42
icon,"[0.1647452563047409, 0.08069641143083572, 0.18946538865566254, 0.1078295186161995]",True,选择数字选项,box_yolo_content_yolo,43
icon,"[0.8911049962043762, 0.07846784591674805, 0.9160674214363098, 0.13054236769676208]",True,文本编辑或修改,box_yolo_content_yolo,44
icon,"[0.03284754604101181, 0.10011954605579376, 0.09088623523712158, 0.12493203580379486]",True,复制文件,box_yolo_content_yolo,45
icon,"[0.21911194920539856, 0.08517583459615707, 0.23563143610954285, 0.10504823923110962]",True,更改字体样式,box_yolo_content_yolo,46
icon,"[0.28900346159935, 0.08490137755870819, 0.3082895874977112, 0.1059209331870079]",True,展开下拉菜单,box_yolo_content_yolo,47
icon,"[0.2877274453639984, 0.11145705729722977, 0.30302658677101135, 0.13835962116718292]",True,显示菜单列表,box_yolo_content_yolo,48
icon,"[0.26916855573654175, 0.11370088160037994, 0.28026992082595825, 0.1362302005290985]",True,"""文字识别""",box_yolo_content_yolo,49
icon,"[0.2549934387207031, 0.11380107700824738, 0.26661109924316406, 0.13557100296020508]",True,输入文字,box_yolo_content_yolo,50
icon,"[0.24166111648082733, 0.08429833501577377, 0.2533881664276123, 0.10564333945512772]",True,文字编辑或更改字体,box_yolo_content_yolo,51
icon,"[0.3584921956062317, 0.11388590186834335, 0.37716007232666016, 0.1368156373500824]",True,排序功能,box_yolo_content_yolo,52
icon,"[0.4124416708946228, 0.010011508129537106, 0.42575937509536743, 0.03476923331618309]",True,搜索功能,box_yolo_content_yolo,53
icon,"[0.31671059131622314, 0.112218476831913, 0.32864058017730713, 0.13693144917488098]",True,"""显示菜单栏""",box_yolo_content_yolo,54
icon,"[0.5834743976593018, 0.010300524532794952, 0.5952300429344177, 0.03519218787550926]",True,语音输入,box_yolo_content_yolo,55
icon,"[0.9155870676040649, 0.07749659568071365, 0.9414976239204407, 0.13043422996997833]",True,智能助手功能,box_yolo_content_yolo,56
icon,"[0.23385746777057648, 0.11361870169639587, 0.2530035674571991, 0.13530153036117554]",True,更改文字颜色,box_yolo_content_yolo,57
icon,"[0.05260425806045532, 0.009097401052713394, 0.07912904024124146, 0.035182639956474304]",True,切换开关开启,box_yolo_content_yolo,58
icon,"[0.31092119216918945, 0.08435599505901337, 0.32932642102241516, 0.10585290193557739]",True,编号列表选择,box_yolo_content_yolo,59
icon,"[0.19138717651367188, 0.11367950588464737, 0.20885129272937775, 0.1349378526210785]",True,更改字体样式,box_yolo_content_yolo,60
icon,"[0.38494744896888733, 0.08577773720026016, 0.40266886353492737, 0.10767354816198349]",True,调整字体间距,box_yolo_content_yolo,61
icon,"[0.3328312933444977, 0.08451254665851593, 0.35067856311798096, 0.10656918585300446]",True,显示/隐藏段落标记,box_yolo_content_yolo,62
icon,"[0.3431831896305084, 0.11326716840267181, 0.3555174469947815, 0.13643422722816467]",True,调整列宽,box_yolo_content_yolo,63
icon,"[0.4234589636325836, 0.08657677471637726, 0.4342574179172516, 0.10628381371498108]",True,显示或隐藏段落标记,box_yolo_content_yolo,64
icon,"[0.4080313742160797, 0.085757777094841, 0.41973695158958435, 0.10661935806274414]",True,按字母顺序排序,box_yolo_content_yolo,65
icon,"[0.3302692770957947, 0.11280548572540283, 0.3417404592037201, 0.13669453561306]",True,展开菜单,box_yolo_content_yolo,66
icon,"[0.1159217357635498, 0.005374416708946228, 0.14385050535202026, 0.03672323375940323]",True,"""刷新页面""",box_yolo_content_yolo,67
icon,"[0.14717209339141846, 0.11490568518638611, 0.16088679432868958, 0.13561753928661346]",True,拼写检查,box_yolo_content_yolo,68
icon,"[0.38211655616760254, 0.1137411817908287, 0.40166956186294556, 0.13747811317443848]",True,"""手写输入""",box_yolo_content_yolo,69
icon,"[0.26916375756263733, 0.08428835868835449, 0.28033244609832764, 0.10549038648605347]",True,"""更改字体样式""",box_yolo_content_yolo,70
icon,"[0.20385321974754333, 0.08413389325141907, 0.21378928422927856, 0.10445725917816162]",True,切换字体样式,box_yolo_content_yolo,71
icon,"[0.16311803460121155, 0.1153421401977539, 0.17403864860534668, 0.1356581300497055]",True,"""插入或编辑上标""",box_yolo_content_yolo,72
icon,"[0.905275285243988, 0.008146064355969429, 0.9237174391746521, 0.038098178803920746]",True,"""录音""",box_yolo_content_yolo,73
icon,"[0.4029560983181, 0.11418253183364868, 0.42298460006713867, 0.13744333386421204]",True,显示或更改对齐方式,box_yolo_content_yolo,74
icon,"[0.3040202260017395, 0.1117730438709259, 0.31476983428001404, 0.13749663531780243]",True,"""左对齐文本""",box_yolo_content_yolo,75
icon,"[0.7243544459342957, 0.11843204498291016, 0.7368344664573669, 0.14324165880680084]",True,下拉菜单,box_yolo_content_yolo,76
icon,"[0.10052573680877686, 0.11491520702838898, 0.1113971546292305, 0.13375230133533478]",True,加粗文本,box_yolo_content_yolo,77
icon,"[0.7203766703605652, 0.9603787660598755, 0.740854799747467, 0.9975054264068604]",True,打开Word文档,box_yolo_content_yolo,78
icon,"[0.17647656798362732, 0.11430729925632477, 0.18667878210544586, 0.13491815328598022]",True,"""平方运算""",box_yolo_content_yolo,79
icon,"[0.8552801609039307, 0.008871886879205704, 0.8746973276138306, 0.037988923490047455]",True,"个人头像 -> ""查看个人资料""",box_yolo_content_yolo,80
icon,"[0.21233439445495605, 0.11371227353811264, 0.23241381347179413, 0.13519881665706635]",True,高亮文本,box_yolo_content_yolo,81
icon,"[0.40128543972969055, 0.9643694758415222, 0.41899412870407104, 0.9973366260528564]",True,"""Microsoft Edge 工作版浏览器""",box_yolo_content_yolo,82
icon,"[0.09716653823852539, 0.006189714651554823, 0.11493439972400665, 0.036147501319646835]",True,撤销操作,box_yolo_content_yolo,83
icon,"[0.2558184266090393, 0.08482009172439575, 0.26677393913269043, 0.10527309030294418]",True,"""更改字体大小""",box_yolo_content_yolo,84
icon,"[0.26080256700515747, 0.9643223285675049, 0.27986231446266174, 0.9920923709869385]",True,打开开始菜单,box_yolo_content_yolo,85
icon,"[0.954282283782959, 0.00790118332952261, 0.9719264507293701, 0.03660031035542488]",True,"""复制内容""",box_yolo_content_yolo,86
icon,"[0.9295894503593445, 0.008355149067938328, 0.9459236264228821, 0.03581920266151428]",True,最小化窗口,box_yolo_content_yolo,87
icon,"[0.7249863743782043, 0.09943181276321411, 0.7370041608810425, 0.12186534702777863]",True,下拉菜单,box_yolo_content_yolo,88
icon,"[0.6986681818962097, 0.9619179964065552, 0.7189772725105286, 0.9966709613800049]",True,"""Microsoft Teams消息通知""",box_yolo_content_yolo,89
icon,"[0.4688591957092285, 0.9603825807571411, 0.48965635895729065, 0.9965077042579651]",True,收发电子邮件（Outlook）,box_yolo_content_yolo,90
icon,"[0.6761288642883301, 0.9637554287910461, 0.6941084861755371, 0.9978357553482056]",True,"""使用Microsoft Edge浏览器的个人账户""",box_yolo_content_yolo,91
icon,"[0.49360963702201843, 0.9623953104019165, 0.5103265643119812, 0.996080756187439]",True,"""使用Microsoft Edge浏览器的个人账户""",box_yolo_content_yolo,92
icon,"[0.9793752431869507, 0.00835138838738203, 0.9978030920028687, 0.03722195327281952]",True,关闭窗口,box_yolo_content_yolo,93
icon,"[0.6313130855560303, 0.9642478823661804, 0.6476825475692749, 0.9950400590896606]",True,"""Bing搜索""",box_yolo_content_yolo,94
icon,"[0.8821646571159363, 0.007913882844150066, 0.8968133330345154, 0.037736665457487106]",True,切换夜间模式,box_yolo_content_yolo,95
icon,"[0.2984062731266022, 0.3183075189590454, 0.3177575469017029, 0.3532145023345947]",True,复制粘贴,box_yolo_content_yolo,96
icon,"[0.3559040129184723, 0.08475804328918457, 0.3688388764858246, 0.10659226030111313]",True,"""返回上一页""",box_yolo_content_yolo,97
icon,"[0.6540404558181763, 0.9651378989219666, 0.6705898642539978, 0.9966958165168762]",True,打开Microsoft PowerPoint应用,box_yolo_content_yolo,98
icon,"[0.11363229900598526, 0.1144488975405693, 0.12478537857532501, 0.13346008956432343]",True,"""斜体文本""",box_yolo_content_yolo,99
icon,"[0.6090242862701416, 0.9621798396110535, 0.626484751701355, 0.9961125254631042]",True,"""防护状态正常""",box_yolo_content_yolo,100
icon,"[0.5378512740135193, 0.963890016078949, 0.5561381578445435, 0.9978551268577576]",True,"Visual Studio Code 图标 -> ""启动代码编辑器""",box_yolo_content_yolo,101
icon,"[0.4490189552307129, 0.9625294208526611, 0.46310722827911377, 0.9957164525985718]",True,记笔记（OneNote）,box_yolo_content_yolo,102
icon,"[0.9811692833900452, 0.043234240263700485, 0.996177077293396, 0.07214061915874481]",True,"""用户评论或消息""",box_yolo_content_yolo,103
icon,"[0.0037662179674953222, 0.005634901579469442, 0.021132294088602066, 0.03855074569582939]",True,"""打开Microsoft Word文档""",box_yolo_content_yolo,104
icon,"[0.5169153213500977, 0.9640674591064453, 0.5334552526473999, 0.995796799659729]",True,显示任务视图,box_yolo_content_yolo,105
icon,"[0.4243197441101074, 0.9645282030105591, 0.4414338171482086, 0.9964832663536072]",True,打开文件资源管理器,box_yolo_content_yolo,106
icon,"[0.19066564738750458, 0.08328647166490555, 0.20065651834011078, 0.10488109290599823]",True,"""增大字体大小""",box_yolo_content_yolo,107
icon,"[0.1277768611907959, 0.11477556824684143, 0.1460273712873459, 0.13506412506103516]",True,"""下载文件""",box_yolo_content_yolo,108
icon,"[0.08056768774986267, 0.007117513567209244, 0.09537962824106216, 0.03581082075834274]",True,"""刷新仓库""",box_yolo_content_yolo,109
icon,"[0.8606504797935486, 0.9657154679298401, 0.8758900165557861, 0.9911611676216125]",True,"""同步OneDrive云端文件""",box_yolo_content_yolo,110
icon,"[0.5619360208511353, 0.9625948071479797, 0.5788799524307251, 0.9987205862998962]",True,打开终端,box_yolo_content_yolo,111
icon,"[0.5840381979942322, 0.9613249897956848, 0.60289466381073, 0.9975525736808777]",True,"PowerToys 图标 -> ""启动 PowerToys 工具集""",box_yolo_content_yolo,112
icon,"[0.8284420371055603, 0.9678278565406799, 0.8419193029403687, 0.9910266399383545]",True,"""返回顶部""",box_yolo_content_yolo,113
icon,"[0.9818350076675415, 0.14312535524368286, 0.9959390759468079, 0.1666153520345688]",True,展开更多内容,box_yolo_content_yolo,114
icon,"[0.7249935865402222, 0.08324099332094193, 0.7367410063743591, 0.10332482308149338]",True,返回顶部,box_yolo_content_yolo,115
icon,"[0.7324290871620178, 0.14760741591453552, 0.7400773763656616, 0.16557705402374268]",True,"""在新窗口中打开""",box_yolo_content_yolo,116
icon,"[0.844496488571167, 0.9674825668334961, 0.8574309945106506, 0.9902260303497314]",True,上传文件,box_yolo_content_yolo,117
icon,"[0.36990636587142944, 0.08577541261911392, 0.38104119896888733, 0.10633020848035812]",True,"""发送消息""",box_yolo_content_yolo,118
icon,"[0.9397434592247009, 0.07160140573978424, 0.9963632822036743, 0.1394502818584442]",True,未知图标,box_yolo_content_yolo,119
icon,"[0.907462477684021, 0.9334047436714172, 0.9175387024879456, 0.9555519223213196]",True,最小化窗口,box_yolo_content_yolo,120
icon,"[0.9032590985298157, 0.9673168063163757, 0.9354822635650635, 0.9903289675712585]",True,"- 第一个图标：连接受保护的无线网络
- 第二个图标：调节音量
- 第三个图标：笔记本电脑正在充电",box_yolo_content_yolo,121
icon,"[0.4310835897922516, 0.14830945432186127, 0.4395720362663269, 0.16404135525226593]",True,全屏显示,box_yolo_content_yolo,122
icon,"[0.9390138983726501, 0.9358028769493103, 0.9462286233901978, 0.9563455581665039]",True,添加新项目,box_yolo_content_yolo,123
icon,"[0.2776854932308197, 0.14850804209709167, 0.2840474843978882, 0.164093017578125]",True,"""新窗口打开""",box_yolo_content_yolo,124
icon,"[0.3195073902606964, 0.32292047142982483, 0.3328612446784973, 0.3530152142047882]",True,未知图标,box_yolo_content_yolo,125
icon,"[0.08737808465957642, 0.14849551022052765, 0.09548062086105347, 0.16415585577487946]",True,"""全屏显示""",box_yolo_content_yolo,126
icon,"[0.7414692044258118, 0.0008167451596818864, 0.7834915518760681, 0.0500633530318737]",True,未知图标,box_yolo_content_yolo,127
